identificatie,code,naam,beginGeldigheid,eindGeldigheid,documentdatum,documentnummer,cbsCode,ligtIn:GBD.GGW.identificatie,ligtIn:GBD.GGW.code,ligtIn:GBD.GGW.naam,ligtIn:GBD.SDL.identificatie,ligtIn:GBD.SDL.code,ligtIn:GBD.SDL.naam,ligtIn:BRK.GME.identificatie,ligtIn:BRK.GME.naam,geometrie
3630012052079,M35,IJburg West,2015-01-01,,2015-06-23,3B/2015/134,WK036335,3630950000015,DX16,"IJburg, Zeeburgereiland",3630011872039,M,Oost,363,Amsterdam,"POLYGON ((129049.186 486178.225, 128950.156 486366.944, 128714.702 486815.643, 128543.137 486790.549, 128386.928 486776.954, 128211.119 486779.568, 128043.241 486795.373, 127882.406 486828.261, 127712.306 486880.297, 127553.11 486948.204, 127035.85 486440.128, 126719.612 486160.436, 126880.589 485960.275, 126899.24 485942.189, 126906.292 485926.801, 126961.209 485792.368, 126966.677 485781.434, 126973.31 485771.166, 126983.116 485759.452, 126994.433 485749.19, 127019.014 485730.862, 127037.312 485720.432, 127051.224 485714.688, 127062.741 485711.168, 127257.215 485663.199, 127267.961 485659.804, 127282.752 485657.195, 127297.768 485656.827, 127312.669 485658.71, 127323.569 485661.576, 127568.942 485746.989, 127634.206 485693.821, 127643.196 485685.497, 127651.426 485676.42, 127662.209 485661.547, 127668.277 485650.903, 127673.394 485639.771, 127677.52 485628.234, 127680.624 485616.382, 127683.314 485598.209, 127686.629 485449.584, 127688.411 485432.299, 127690.989 485420.999, 127696.879 485404.652, 127705.084 485389.334, 127715.429 485375.372, 127727.693 485363.062, 127790.619 485307.342, 128045.208 485048.845, 128244.322 484854.988, 128275.168 484829.999, 128307.982 484807.655, 128342.536 484788.111, 128378.594 484771.502, 128483.06 484708.178, 128516.59 484829.144, 128669.867 485003.252, 128885.044 485247.674, 128984.691 485163.426, 129068.24 485284.089, 129324.316 485653.916, 129049.186 486178.225))"
3630012052054,M50,IJburg Oost,2015-01-01,,2015-06-23,3B/2015/134,WK036350,3630950000015,DX16,"IJburg, Zeeburgereiland",3630011872039,M,Oost,363,Amsterdam,"POLYGON ((131242.502 486266.906, 131234.909 486500, 131230.837 486625, 131218.621 487000, 131215.201 487105.005, 131205.458 487375, 131200.947 487500, 131198.76 487560.603, 129612.784 486948.087, 128714.702 486815.643, 128950.156 486366.944, 129049.186 486178.225, 129324.316 485653.916, 129068.24 485284.089, 129262.424 485116.943, 129298.966 485048.564, 129630.815 484427.579, 129670.188 484500, 129700.164 484555.138, 129819.038 484606.851, 129995.03 484683.412, 130000 484685.574, 130023.715 484695.89, 130148.098 484750, 130475 484892.21, 130722.781 485000, 130950 485098.846, 131000 485120.597, 131010.121 485125, 131281.386 485243.006, 131276.48 485384.14, 131271.84 485500, 131266.407 485635.651, 131263.603 485705.664, 131256.821 485875, 131251.815 486000, 131248.502 486082.712, 131244.674 486200.211, 131243.052 486250, 131242.502 486266.906))"
3630012052080,M51,IJburg Zuid,2015-01-01,,2015-06-23,3B/2015/134,WK036351,3630950000015,DX16,"IJburg, Zeeburgereiland",3630011872039,M,Oost,363,Amsterdam,"POLYGON ((129298.966 485048.564, 129262.424 485116.943, 129068.24 485284.089, 128984.691 485163.426, 128885.044 485247.674, 128669.867 485003.252, 128516.59 484829.144, 128483.06 484708.178, 128473.916 484599.954, 128472.315 484556.757, 128473.619 484524.358, 128475.68 484502.838, 128478.689 484481.43, 128484.967 484449.619, 128493.338 484418.293, 128503.764 484387.591, 128520.445 484355.359, 128536.333 484331.051, 128549.65 484313.814, 128569.158 484292.303, 128585.016 484277.37, 128590.522 484272.634, 128787.49 484144.686, 128795.21 484140.77, 128804.486 484137.336, 128869.2 484119.898, 128878.264 484116.545, 128887.658 484111.077, 128939.952 484073.413, 128952.742 484066.419, 128966.381 484061.275, 128980.603 484058.079, 128995.132 484056.895, 129129.412 484070.799, 129141.109 484072.948, 129152.514 484076.32, 129187.07 484091.503, 129208.237 484100.778, 129230.31 484107.624, 129490.079 484168.711, 129491.953 484172.159, 129525 484232.945, 129602.23 484375, 129630.815 484427.579, 129298.966 485048.564))"
3630012052073,M55,Frankendael,2015-01-01,,2015-06-23,3B/2015/134,WK036355,3630950000014,DX15,Watergraafsmeer,3630011872039,M,Oost,363,Amsterdam,"POLYGON ((124540.644 484524.221, 124519.612 484546.539, 124467.772 484597.748, 124358.525 484708.266, 124223.42 484847.456, 124201.376 484871.102, 124174.305 484900.14, 124070.14 485003.108, 123888.934 485191.47, 123829.309 485254.681, 123752.812 485338.415, 123731.395 485369.639, 123642.256 485302.161, 123278.747 485038, 122928.296 484783.84, 122853.888 484729.969, 122636.213 484573.096, 122668.013 484486.302, 122697.776 484310.154, 122699.747 484293.404, 122988.096 484391.778, 123059.571 484187.664, 123086.395 484087.914, 123109.852 484070.681, 123114.154 484068.722, 123119.592 484067.947, 123124.228 484068.613, 123128.394 484070.392, 123133.577 484074.645, 123147.453 484063.493, 123155.831 484048.903, 123167.314 484033.842, 123175.221 484025.37, 123192.447 484010.592, 123193.765 484005.979, 123193.836 483974.269, 123203.398 483972.892, 123212.365 483969.3, 123249.75 483943.96, 123646.351 483642.694, 124022.387 484005.051, 124046.194 484026.276, 124069.484 484033.357, 124069.171 484044.233, 124071.22 484054.92, 124075.533 484064.909, 124081.906 484073.728, 124540.644 484524.221))"
3630012052004,M56,Middenmeer,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036356,3630950000014,DX15,Watergraafsmeer,3630011872039,M,Oost,363,Amsterdam,"POLYGON ((126550.109 485437.801, 126558.291 485466.823, 126360.44 485529.467, 126206.68 485591.94, 126054.541 485695.037, 125987.41 485778.109, 125859.979 485678.856, 125842.048 485654.451, 125835.174 485646.711, 125824.791 485639.161, 125811.575 485633.855, 125797.794 485630.423, 125698.93 485628.124, 125658.653 485630.58, 125416.476 485645.345, 124854.07 485688.329, 124613.823 485706.185, 124599.813 485706.629, 124583.272 485705.687, 124566.896 485703.164, 124384.799 485638.31, 124359.825 485633.091, 124340.417 485627.765, 124331.767 485615.478, 124304.83 485609.945, 124073.923 485531.972, 123844.07 485450.092, 123731.395 485369.639, 123752.812 485338.415, 123829.309 485254.681, 123888.934 485191.47, 124070.14 485003.108, 124174.305 484900.14, 124201.376 484871.102, 124223.42 484847.456, 124358.525 484708.266, 124467.772 484597.748, 124519.612 484546.539, 124540.644 484524.221, 124631.085 484428.245, 124728.873 484326.69, 124831.563 484222.181, 124887.483 484162.382, 124909.835 484138.48, 124936.701 484110.907, 124986.275 484066.284, 125118.081 483929.969, 125225.665 483816.99, 125335.729 483716.353, 125376.32 483681.832, 125390.629 483670.684, 125409.346 483690.472, 125412.741 483694.061, 125466.607 483770.594, 125485.029 483802.566, 125543.83 483904.618, 125546.551 483909.341, 125547.997 483911.68, 125602.603 484000, 125633.937 484050.679, 125653.871 484082.921, 125684.511 484135.321, 125691.05 484145.015, 125712.925 484177.447, 125725 484195.349, 125758.126 484244.46, 125840.59 484375, 125869.776 484421.201, 125873.891 484431.78, 125882.191 484453.121, 125885.519 484475.465, 125886.021 484478.831, 125899.448 484500, 125912.207 484520.115, 125912.813 484521.07, 125920.309 484532.887, 125927.627 484544.424, 125934.028 484554.516, 125970.615 484612.199, 125971.325 484613.318, 125984.781 484634.532, 126000 484666.214, 126022.721 484713.514, 126040.247 484750, 126065.491 484802.551, 126162.29 484989.772, 126167.578 485000, 126200 485062.708, 126232.31 485125.199, 126281.382 485254.383, 126292.238 485282.963, 126294.543 485277.885, 126299.575 485266.8, 126308.005 485248.228, 126314.795 485234.579, 126320.303 485223.505, 126321.164 485226.403, 126323.178 485228.299, 126328.314 485231.561, 126333.288 485233.522, 126339.693 485236.24, 126345.615 485240.009, 126353.434 485244.413, 126361.735 485248.772, 126374.555 485256.887, 126387.163 485265.112, 126400.892 485273.939, 126402.187 485274.699, 126414.058 485281.667, 126421.92 485286.418, 126435.233 485294.999, 126446.144 485300.466, 126455.327 485304.654, 126461.831 485307.601, 126477.676 485317.35, 126491.027 485325.364, 126500.406 485332.603, 126504.962 485336.35, 126517.213 485346.932, 126524.175 485352.008, 126531.095 485357.857, 126536.254 485362.432, 126544.792 485370.682, 126543.419 485379.45, 126530.652 485383.231, 126531.845 485386.642, 126534.29 485385.859, 126536.84 485394.112, 126550.109 485437.801))"
3630012052072,M57,Betondorp,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036357,3630950000014,DX15,Watergraafsmeer,3630011872039,M,Oost,363,Amsterdam,"POLYGON ((124909.835 484138.48, 124887.483 484162.382, 124831.563 484222.181, 124728.873 484326.69, 124631.085 484428.245, 124540.644 484524.221, 124081.906 484073.728, 124075.533 484064.909, 124071.22 484054.92, 124069.171 484044.233, 124069.484 484033.357, 124046.194 484026.276, 124022.387 484005.051, 123646.351 483642.694, 123747.487 483566.102, 123761.752 483557.502, 123782.077 483548.574, 124697.487 483270.163, 124699.275 483270.523, 124701.085 483270.895, 124722.94 483275.398, 124725.445 483275.891, 124733.53 483277.58, 124758.52 483286.32, 124760.168 483286.682, 124779.541 483290.937, 124776.151 483294.13, 124788.084 483299.691, 124788.901 483299.91, 124789.766 483300.652, 124792.632 483302.616, 124807.614 483310.501, 124808.793 483311.122, 124833.533 483323.491, 124835.621 483324.535, 124845.779 483329.538, 124848.904 483331.077, 124850.632 483331.94, 124855.315 483334.28, 124860.053 483336.648, 124864.084 483338.662, 124864.717 483338.97, 124871.871 483342.446, 124878.807 483345.816, 124879.473 483346.114, 124894.789 483352.98, 124898.186 483354.503, 124914.842 483362.408, 124921.407 483365.522, 124926.893 483368.127, 124933.471 483371.39, 124937.597 483373.304, 124940.158 483374.513, 124945.561 483377.065, 124948.572 483378.488, 124951.186 483379.705, 124957.727 483382.807, 124963.164 483385.38, 124968.453 483387.886, 124981.293 483394.372, 124982.468 483394.965, 124986.952 483396.811, 124990.211 483398.152, 125000.135 483399.788, 125004.939 483401.672, 125024.15 483409.207, 125060.712 483423.102, 125090.089 483435.377, 125105.522 483444.073, 125108.711 483445.73, 125110.731 483446.78, 125112.415 483446.78, 125138.86 483458.579, 125140.727 483459.304, 125158.802 483468.143, 125172.536 483473.942, 125171.199 483477.176, 125174.706 483480.572, 125194.203 483490.578, 125183.512 483512.808, 125188.754 483516.196, 125242.831 483550.351, 125250 483555.626, 125332.927 483616.645, 125342.756 483625, 125366.545 483645.222, 125374.625 483653.765, 125384.51 483664.215, 125390.629 483670.684, 125376.32 483681.832, 125335.729 483716.353, 125225.665 483816.99, 125118.081 483929.969, 124986.275 484066.284, 124936.701 484110.907, 124909.835 484138.48))"
3630012052009,M58,Omval/Overamstel,2015-11-01,,,,WK036358,3630950000014,DX15,Watergraafsmeer,3630011872039,M,Oost,363,Amsterdam,"POLYGON ((123493.628 483151.184, 123512.967 483150.677, 123516.21 483150.736, 123521.642 483150.833, 123531.297 483151.007, 123539.406 483150.448, 123541.194 483150.325, 123545.938 483149.998, 123550.403 483149.717, 123558.373 483154.09, 123565.846 483158.246, 123592.168 483172.883, 123630.355 483194.12, 123618.746 483215.136, 123708.572 483264.612, 123731.917 483277.47, 123736.619 483280.06, 123759.326 483273.025, 123893.227 483231.542, 124021.99 483191.765, 124126.231 483159.779, 124221.873 483161.174, 124241.019 483128.251, 124245.059 483121.303, 124248.922 483114.662, 124273.955 483071.617, 124281.751 483058.212, 124298.604 483067.377, 124338.211 483088.914, 124363.333 483103.459, 124372.137 483109.365, 124377.048 483112.996, 124377.47 483113.305, 124378.961 483114.771, 124381.691 483117.518, 124387.677 483123.442, 124393.741 483129.472, 124405.981 483135.042, 124417.741 483136.98, 124439.591 483146.801, 124453.621 483154.981, 124478.975 483165.45, 124488.034 483168.31, 124498.034 483169.861, 124506.974 483170.321, 124517.364 483170.761, 124545.123 483169.161, 124625.06 483161.752, 124627.593 483161.517, 124636.402 483160.701, 124636.72 483178.898, 124636.763 483181.384, 124637.318 483213.207, 124637.385 483216.999, 124637.282 483231.043, 124638.063 483257.95, 124672.553 483265.065, 124697.487 483270.163, 123782.077 483548.574, 123761.752 483557.502, 123747.487 483566.102, 123646.351 483642.694, 123249.75 483943.96, 123212.365 483969.3, 123203.398 483972.892, 123193.836 483974.269, 123193.765 484005.979, 123192.447 484010.592, 123175.221 484025.37, 123167.314 484033.842, 123155.831 484048.903, 123147.453 484063.493, 123133.577 484074.645, 123128.394 484070.392, 123124.228 484068.613, 123119.592 484067.947, 123114.154 484068.722, 123109.852 484070.681, 123086.395 484087.914, 123059.571 484187.664, 122988.096 484391.778, 122699.747 484293.404, 122705.759 484242.314, 122716.163 484192.57, 122743.809 484100.705, 122762.656 484062.24, 122811.499 483962.559, 122816.902 483939.154, 122819.653 483907.815, 122818.08 483876.113, 122811.019 483847.127, 122798.129 483818.194, 122776.99 483773.688, 122754.312 483733.63, 122723.795 483700.449, 122695.827 483673.6, 122656.794 483640.386, 122615.084 483616.364, 122600.311 483610.299, 122557.675 483593.942, 122526.336 483582.994, 122482.343 483564.82, 122437.845 483534.884, 122427.145 483527.566, 122337.988 483473.957, 122323.278 483462.708, 122305.214 483445.618, 122300.13 483440.426, 122293.186 483429.743, 122288.175 483418.434, 122284.882 483407.154, 122264.217 483272.865, 122261.212 483245.622, 122256.851 483223.304, 122253.934 483212.41, 122245.237 483188.567, 122235.449 483168.475, 122225.9 483153.053, 122213.544 483130.05, 122186.826 483085.309, 122170.742 483060.018, 122150.481 483031.772, 122117.668 482989.114, 122101.925 482972.432, 122082.09 482958.553, 122060.426 482948.781, 122033.848 482943.218, 121985.939 482938.06, 121960.709 482936.61, 121941.395 482936.893, 121870.706 482945.324, 121832.638 482943.47, 121805.362 482938.705, 121779.889 482931.213, 121766.865 482926.141, 121755.396 482921.128, 121743.467 482913.924, 121731.595 482905.106, 121721.797 482895.54, 121712.231 482884.129, 121706.41 482874.35, 121697.055 482856.565, 121690.551 482839.024, 121687.434 482816.984, 121686.911 482794.863, 121688.034 482781.648, 121713.325 482686.738, 121722.269 482642.219, 121726.372 482612.059, 121726.276 482585.402, 121722.793 482563.012, 121714.933 482538.496, 121705.026 482514.438, 121669.283 482449.352, 121640.802 482405.154, 121605.292 482344.497, 121592.79 482317.402, 121582.97 482292.913, 121573.062 482261.02, 121560.364 482214.074, 121551.914 482177.8, 121543.991 482153.147, 121502.026 482031.185, 121465.2 481935.463, 121461.291 481920.21, 121459.381 481906.433, 121461.673 481879.239, 121469.149 481841.728, 121475.251 481822.282, 121494.664 481771.623, 121505.04 481752.747, 121516.762 481736.705, 121531.279 481721.776, 121532.45 481720.125, 121539.118 481710.729, 121589.138 481663.144, 121599.752 481659.208, 121666.293 481634.532, 121738.929 481623.638, 121787.791 481623.32, 121796.913 481623.261, 121846.356 481624.601, 121892.571 481620.128, 121926.112 481611.182, 121955.928 481597.019, 121985.744 481576.894, 122011.831 481557.514, 122061.783 481520.63, 122062.364 481520.235, 122103.23 481492.5, 122158.705 481464.359, 122316.485 481392.167, 122353.363 481357.943, 122397.826 481316.68, 122398.525 481315.738, 122403.84 481252.323, 122450.042 481252.911, 122470.628 481253.173, 122476.124 481253.243, 122476.796 481253.253, 122492.405 481253.45, 122500.781 481253.557, 122507.06 481254.235, 122510.821 481254.382, 122514.016 481254.506, 122523.684 481253.964, 122525.129 481253.861, 122538.859 481252.881, 122545.402 481252.835, 122564.639 481252.422, 122567.303 481252.365, 122590.206 481251.67, 122604.702 481250.837, 122611.284 481250.458, 122613.655 481250.48, 122616.117 481250.503, 122624.769 481250.29, 122633.612 481265.989, 122640.659 481278.498, 122649.473 481293.873, 122668.095 481326.492, 122677.586 481342.833, 122690.771 481365.535, 122700.907 481385.899, 122701.377 481386.959, 122704.948 481395.03, 122755.198 481487.747, 122755.451 481488.215, 122756.288 481489.759, 122744.214 481497.968, 122733.589 481505.191, 122709.043 481521.878, 122707.922 481522.64, 122675.454 481545.108, 122667.833 481550.381, 122648.633 481563.249, 122642.819 481567.987, 122641.514 481569.292, 122639.435 481571.371, 122639.276 481571.886, 122638.035 481575.92, 122638.175 481577.465, 122638.252 481578.314, 122638.481 481580.839, 122634.62 481584.701, 122626.987 481589.254, 122623.486 481591.342, 122617.131 481595.389, 122601.642 481605.252, 122574.055 481622.819, 122549.314 481638.534, 122520.127 481655.516, 122518.222 481655.98, 122515.274 481658.928, 122517.431 481666.681, 122522.267 481676.564, 122530.404 481695.989, 122531.008 481697.431, 122542.123 481724.307, 122556.381 481759.966, 122557.637 481765.931, 122557.782 481766.568, 122558.284 481768.248, 122549.863 481780.753, 122519.611 481814.014, 122501.599 481831.625, 122489.486 481842.922, 122496.309 481850.915, 122500.137 481855.4, 122531.797 481892.49, 122542.097 481901.729, 122554.967 481908.809, 122575.416 481913.609, 122611.795 481919.01, 122641.394 481926.651, 122658.144 481930.962, 122698.661 481941.926, 122732.021 481950.954, 122719.635 482082.342, 122715.784 482123.192, 122715.351 482128.684, 122714.364 482141.192, 122714.213 482142.859, 122709.506 482194.934, 122696.258 482341.521, 122692.979 482378.01, 122692.866 482379.329, 122691.229 482398.59, 122683.57 482484.569, 122674.892 482578.469, 122671.634 482614.369, 122673.978 482614.726, 122677.26 482615.225, 122685.417 482616.544, 122694.287 482618.045, 122696.362 482618.416, 122702.404 482619.497, 122703.447 482619.691, 122708.001 482620.556, 122711.347 482621.192, 122712.86 482621.5, 122714.082 482621.761, 122731.753 482625.634, 122756.493 482632.443, 122783.404 482641.761, 122823.935 482658.368, 122942.847 482707.571, 122982.304 482726.345, 123023.753 482746.067, 123063.312 482765.177, 123102.442 482784.167, 123126.612 482795.687, 123128.102 482796.271, 123151.812 482805.558, 123179.772 482816.728, 123269.163 482860.917, 123329.123 482896.475, 123321.574 482911.205, 123333.484 482923.585, 123345.864 482938.084, 123351.924 482945.854, 123358.782 482955.29, 123360.642 482958.143, 123362.6 482961.149, 123363.734 482962.805, 123365.86 482966.077, 123367.989 482969.585, 123370.984 482974.464, 123380.175 482991.262, 123388.205 483007.932, 123395.516 483026.541, 123401.136 483044.071, 123403.667 483054.372, 123407.026 483068.04, 123410.547 483088.08, 123412.327 483104.12, 123413.708 483138.909, 123413.609 483158.349, 123421.877 483157.621, 123439.418 483156.076, 123462.329 483154.058, 123465.151 483153.809, 123468.075 483153.551, 123472.122 483153.017, 123484.123 483151.436, 123492.65 483151.209, 123493.628 483151.184))"
3630012052090,N60,Volewijck,2006-11-20,,,,WK036360,3630950000017,DX18,Oud-Noord,3630000000019,N,Noord,363,Amsterdam,"POLYGON ((123288.378 489738.364, 123318.205 489830.657, 123350.598 489927.296, 123353.592 489941.231, 123354.968 489955.418, 123354.708 489969.669, 123352.816 489983.796, 123349.315 489997.613, 123344.253 490010.937, 123339.124 490021.124, 123282.954 490119.838, 123260.019 490165.143, 123257.947 490172.708, 123257.069 490180.501, 123258.027 490192.211, 123261.659 490203.385, 123267.77 490213.421, 123273.063 490219.208, 123279.186 490224.108, 123306.954 490238.957, 123298.867 490254.171, 123292.491 490263.748, 123288.256 490268.366, 123284.686 490270.735, 123278.981 490272.803, 123265.138 490272.754, 123257.031 490274.968, 123196.734 490330.889, 123186.81 490338.288, 123174.061 490345.133, 122964.816 490430.158, 122937.743 490439.751, 122907.661 490447.611, 122892.874 490449.953, 122873.427 490449.61, 122851.828 490445.054, 122794.702 490430.924, 122777.789 490433.017, 122770.109 490431.908, 122765.209 490432.073, 122756.593 490434.183, 122748.135 490437.768, 122744.067 490438.401, 122568.284 490434.081, 122544.837 490439.846, 122509.266 490446.643, 122485.346 490449.929, 122449.26 490452.977, 122463.336 490325.718, 122512.799 490181.716, 122513.449 490177.199, 122512.823 490172.678, 122511.306 490169.069, 122464.427 490096.192, 122533.931 490050.947, 122541.552 490045.247, 122549.186 490037.933, 122555.516 490030.134, 122561.103 490021.158, 122565.496 490011.541, 122654.148 489757.365, 122693.919 489660.488, 122699.605 489644.412, 122704.156 489628.532, 122708.238 489609.789, 122711.008 489590.807, 122716.312 489518.749, 122715.45 489506.424, 122712.837 489494.349, 122708.526 489482.772, 122702.606 489471.928, 122577.121 489552.013, 122487.126 489562.769, 122419.317 489605.3, 122341.508 489479.255, 122289.63 489403.255, 122273.59 489374.615, 122260.17 489344.635, 122249.47 489313.595, 122241.57 489281.715, 122236.57 489249.275, 122234.45 489216.495, 122235.29 489183.675, 122239.03 489151.055, 122245.636 489114.204, 122246.455 489109.637, 122318.998 488866.559, 122321.068 488857.568, 122322.847 488843.848, 122323.012 488830.014, 122322.225 488820.822, 122320.724 488811.719, 122317.157 488798.352, 122287.715 488724.611, 122281.18 488711.084, 122273.355 488698.26, 122261.048 488682.464, 122250.526 488671.742, 122239.007 488662.098, 121832.176 488366.036, 121853.001 488346.377, 121908.281 488299.646, 121970.138 488258.368, 122338.057 488534.954, 122648.642 488768.296, 122698.178 488804.219, 122722.438 488822.863, 122769.9 488861.484, 122815.899 488901.837, 122860.371 488943.867, 122882.014 488965.493, 122924.081 489009.93, 122964.472 489055.896, 123003.132 489103.327, 123021.796 489127.572, 123040.007 489152.158, 123075.047 489202.323, 123110.817 489257.989, 123144.327 489315.044, 123188.703 489429.938, 123288.378 489738.364))"
3630012052091,N61,IJplein/Vogelbuurt,2006-11-20,,,,WK036361,3630950000017,DX18,Oud-Noord,3630000000019,N,Noord,363,Amsterdam,"POLYGON ((124531.64 489215.432, 124448.788 489308.105, 124204.258 489366.118, 124163.632 489377.18, 124155.707 489377.605, 124155.16 489373.62, 124133.36 489376.337, 124130.645 489377.525, 124118.319 489379.874, 124118.988 489384.071, 124109.741 489385.454, 124109.061 489381.188, 124096.343 489383.148, 124085.239 489381.179, 124085.439 489378.449, 124076.841 489377.463, 124076.7 489378.738, 124064.05 489379.03, 123990.72 489376.19, 123982.286 489375.522, 123982.333 489374.931, 123900.233 489368.096, 123824.846 489359.983, 123781.497 489354.175, 123725.39 489345.977, 123673.569 489335.248, 123634.726 489326.192, 123634.732 489326.881, 123548.586 489305.215, 123540.417 489305.495, 123519.818 489302.213, 123511.584 489351.287, 123509.933 489356.166, 123509.979 489359.755, 123513.059 489373.333, 123511.651 489374.742, 123510.328 489382.801, 123477.759 489613.3, 123488.654 489643.884, 123480.519 489648.765, 123477.627 489652.561, 123476 489657.623, 123465.04 489721.524, 123450.015 489809.136, 123446.479 489834.094, 123441.101 489855.132, 123439.583 489885.451, 123421.28 489970.406, 123408.528 490018.442, 123380.005 490101.164, 123372.015 490120.418, 123357.109 490149.272, 123306.954 490238.957, 123279.186 490224.108, 123273.063 490219.208, 123267.77 490213.421, 123261.659 490203.385, 123258.027 490192.211, 123257.069 490180.501, 123257.947 490172.708, 123260.019 490165.143, 123282.954 490119.838, 123339.124 490021.124, 123344.253 490010.937, 123349.315 489997.613, 123352.816 489983.796, 123354.708 489969.669, 123354.968 489955.418, 123353.592 489941.231, 123350.598 489927.296, 123318.205 489830.657, 123288.378 489738.364, 123188.703 489429.938, 123144.327 489315.044, 123110.817 489257.989, 123075.047 489202.323, 123040.007 489152.158, 123021.796 489127.572, 123003.132 489103.327, 122964.472 489055.896, 122924.081 489009.93, 122882.014 488965.493, 122860.371 488943.867, 122815.899 488901.837, 122769.9 488861.484, 122722.438 488822.863, 122698.178 488804.219, 122648.642 488768.296, 122338.057 488534.954, 121970.138 488258.368, 121981.428 488250.834, 122049.267 488210.959, 122120.496 488175.947, 122199.444 488146.487, 122235.462 488135.418, 122262.93 488127.922, 122271.166 488125.514, 122345.391 488109.977, 122417.718 488106.353, 122547.724 488111.914, 122575.707 488113.111, 123018.567 488179.263, 123179.159 488207.731, 123125.621 488495.972, 123130.854 488514.482, 123111.15 488617.71, 123140.853 488622.824, 123120.354 488731.458, 123144.06 488741.774, 123168.586 488749.954, 123323.702 488786.491, 123338.101 488791.81, 123348.174 488797.396, 123360.313 488806.791, 123365.723 488812.245, 123372.898 488821.256, 123460.458 488957.324, 123526.203 488956.195, 123757.44 488808.899, 123764.138 488819.799, 123772.028 488814.732, 123851.982 488938.751, 124025.388 488828.368, 124030.688 488826.588, 124035.16 488826.934, 124039.23 488828.82, 124041.707 488831.108, 124043.907 488835.017, 124076.484 488957.997, 124080.838 488957.85, 124089.279 488955.806, 124390.193 488874.567, 124443.767 488858.657, 124485.086 489026.415, 124531.64 489215.432))"
3630012052015,N62,Tuindorp Nieuwendam,2006-06-12,,,,WK036362,3630950000017,DX18,Oud-Noord,3630000000019,N,Noord,363,Amsterdam,"POLYGON ((125369.851 489295.366, 125347.753 489360.382, 124845.965 489608.255, 124789.313 489636.274, 124623.782 489718.142, 124573.562 489742.901, 124565.652 489744.543, 124557.659 489743.38, 124339.953 489619.819, 124301.301 489598.04, 124279.546 489587.277, 124247.971 489574.736, 124220.063 489566.41, 124262.898 489523.625, 124269.407 489518.336, 124280.717 489512.879, 124329.982 489498.747, 124346.383 489491.124, 124422.855 489439.129, 124443.658 489422.904, 124463.967 489404.994, 124519.455 489387.358, 124522.977 489391.661, 124530.543 489389.873, 124573.036 489378.134, 124579.758 489374.983, 124609.02 489366.548, 124627.886 489359.874, 124638.62 489355.672, 124671.438 489345.646, 124680.565 489341.14, 124688.455 489335.705, 124705.36 489319.409, 124750.832 489264.467, 124794.661 489232.182, 124809.861 489219.833, 124836.629 489196.654, 124853.79 489180.604, 124861.28 489171.25, 124879.232 489142.249, 124894.603 489128.66, 124899.129 489112.009, 124957.66 489035.715, 124985.597 488996.023, 124997.506 488981.025, 125068.55 488898.025, 125072.341 488896.375, 125080.952 488895.765, 125094.407 488888.683, 125087.027 488880.93, 125095.507 488870.732, 125105.995 488865.814, 125105.279 488864.78, 125120.985 488859.271, 125184.048 488853.508, 125222.417 488841.546, 125376.477 488848.32, 125400.787 488851.394, 125402.887 489197.437, 125369.851 489295.366))"
3630012052011,N63,Tuindorp Buiksloot,2015-01-01,,2015-06-23,3B/2015/134,WK036363,3630950000017,DX18,Oud-Noord,3630000000019,N,Noord,363,Amsterdam,"POLYGON ((123508.652 489813.687, 123485.585 489766.742, 123512.484 489562.678, 123518.349 489522.868, 123540.101 489400.231, 123546.421 489358.946, 123702.36 489387.127, 123701.302 489395.281, 123790.286 489404.509, 123792.864 489406.804, 123883.684 489417.081, 123998.879 489428.371, 124039.368 489431.353, 124039.991 489425.374, 124098.302 489429.385, 124098.947 489432.742, 124113.471 489447.122, 124132.253 489463.647, 124132.879 489467.008, 124145.723 489478.824, 124131.743 489501.031, 124114.59 489488, 124095.234 489509.822, 124143.535 489557.231, 124126.216 489559.707, 123508.652 489813.687))"
