identificatie,code,naam,beginGeldigheid,eindGeldigheid,documentdatum,documentnummer,cbsCode,ligtIn:GBD.GGW.identificatie,ligtIn:GBD.GGW.code,ligtIn:GBD.GGW.naam,ligtIn:GBD.SDL.identificatie,ligtIn:GBD.SDL.code,ligtIn:GBD.SDL.naam,ligtIn:BRK.GME.identificatie,ligtIn:BRK.GME.naam,geometrie
3630023753949,F89,Slotervaart Zuid,2015-01-01,,2015-06-23,3B/2015/134,WK036389,3630950000008,DX09,Slotervaart,3630011872037,F,Nieuw-West,363,Amsterdam,"POLYGON ((117322.699 485031.477, 117321.51 485138.87, 117317.041 485322.475, 117319.896 485437.105, 117322.984 485493.408, 117324.616 485523.164, 117327.086 485635.684, 117327.336 485698.555, 116922.563 485694.274, 116922.792 485672.624, 116854.221 485671.897, 116756.18 485670.856, 116755.95 485692.506, 116263.086 485687.146, 116263.343 485666.081, 116265.004 485529.899, 116226.933 485515.859, 116384.649 485021.944, 116435.107 485020.682, 116438.569 484712.776, 116440.416 484676.308, 116444.607 484653.618, 116502.237 484468.26, 116493.311 484459.736, 116492.093 484454.627, 116493.465 484440.544, 116494.903 484402.314, 116493.342 484383.863, 116494.53 484375.474, 116500.859 484363.081, 116533.495 484319.855, 116542.031 484303.871, 116549.003 484286.682, 116549.801 484282.211, 116550.315 484259.523, 116549.425 484252.155, 116574.648 484237.338, 116583.096 484233.582, 116598.45 484229.735, 116607.341 484229.068, 116616.903 484229.57, 116636.714 484232.2, 116643.031 484238.477, 116650.952 484244.614, 116698.786 484263.501, 116736.612 484274.539, 116753.022 484277.848, 116784.45 484282.056, 116810.488 484283.772, 116866.603 484285.041, 116865.556 484333.605, 117060.497 484331.792, 117331.655 484334.668, 117331.464 484350.653, 117323.606 484646.245, 117320.712 484873.902, 117322.289 484935.492, 117322.699 485031.477))"
3630023753948,K23,Zuidas,2015-01-01,,2015-06-23,3B/2015/134,WK036323,3630950000010,DX11,"Buitenveldert, Zuidas",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((121271.761 483773.244, 121279.192 483868.406, 121281.068 483883.51, 121281.585 483899.984, 121280.774 483918.887, 121277.096 483934.926, 121273.706 483943.978, 121268.964 483952.936, 121184.877 484096.92, 121178.905 484108.343, 121171.183 484127.896, 121164.755 484152.538, 120828.433 484183.681, 120827.175 484169.325, 120803.505 483905.662, 120369.466 483883.096, 120320.382 483885.292, 120240.501 483888.866, 120165.986 483888.023, 119411.293 483847.524, 119400.555 484043.782, 119277.473 483983.077, 119264.833 483978.155, 119253.737 483975.315, 119243.474 483973.688, 119228.619 483973.089, 119050.815 483978.449, 119036.603 483978.211, 119016.365 483975.287, 118939.958 483958.248, 118888.433 483946.811, 118891.09 483934.537, 118890.649 483929.825, 118897.217 483893.078, 118898.916 483866.942, 118895.327 483831.692, 118889.025 483790.164, 118879.847 483714.395, 118876.912 483683.144, 118875.135 483648.303, 118876.593 483602.816, 118876.216 483594.608, 118873.156 483576.047, 118871.75 483574.01, 118871.958 483565.836, 118904.763 483568.276, 118906.507 483458.174, 118904.556 483361.984, 118900.877 483182.365, 118890.109 483058.895, 118889.96 482984.881, 118890.459 482838.941, 119188.264 482837.66, 119188.048 482812.365, 119667.214 482811.586, 119668.431 483133.245, 120218.756 483130.863, 120301.15 483133.45, 120337.891 483139.189, 120380.198 483146.899, 120396.713 483148.915, 120418.876 483149.752, 120441.018 483148.466, 120457.488 483146.115, 120717.669 483095.567, 120736.256 483093.335, 121110.182 483089.499, 121111.631 483219.839, 121114.057 483234.389, 121116.392 483242.835, 121121.38 483254.808, 121128.446 483267.112, 121132.587 483272.799, 121224.571 483381.516, 121234.095 483396.216, 121241.829 483414.482, 121245.026 483431.621, 121271.761 483773.244))"
3630012052085,K24,Oude Pijp,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036324,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((122126.63 485811.199, 122083.34 485793.32, 121924.557 485743.896, 121758.789 485689.956, 121742.355 485684.328, 121725.611 485679.696, 121708.62 485676.078, 121691.443 485673.487, 121676.388 485672.075, 121549.662 485685.397, 121189.039 485723.754, 121173.711 485726.884, 121158.937 485730.955, 121143.871 485736.234, 121129.787 485742.274, 121116.137 485749.241, 121102.446 485757.449, 121088.847 485766.972, 121078.56 485775.493, 121056.787 485796.925, 121037.397 485820.535, 121021.735 485844.144, 121013.693 485860.15, 121005.829 485873.614, 120990.655 485894.954, 120972.744 485914.902, 120952.665 485932.665, 120923.471 485898.605, 120911.705 485862.726, 120906.182 485766.041, 120896.874 485603.097, 120895.112 485557.062, 120901.79 485383.644, 120905.474 485308.745, 120906.556 485285.332, 120906.742 485232.651, 120905.258 485189.431, 120905.443 485170.51, 120895.115 485144.849, 120891.162 485131.589, 120887.679 485116.037, 120886.304 485102.449, 120884.955 485043.383, 120906.602 485042.657, 120924.502 485044.36, 121202.201 485103.046, 121435.626 485152.391, 121745.215 485250.394, 121892.541 485324.956, 122136.306 485448.413, 122148.95 485452.938, 122221.229 485471.938, 122143.759 485759.779, 122126.63 485811.199))"
3630012052060,K25,Nieuwe Pijp,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036325,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((122012.347 485028.552, 122090.385 485050.511, 122161.246 485076.039, 122376.437 485161.727, 122254.47 485384.507, 122221.229 485471.938, 122148.95 485452.938, 122136.306 485448.413, 121892.541 485324.956, 121745.215 485250.394, 121435.626 485152.391, 121202.201 485103.046, 120924.502 485044.36, 120906.602 485042.657, 120884.955 485043.383, 120886.56 484867.568, 120868.184 484624.849, 121208.643 484595.22, 121479.798 484569.399, 121482.261 484597.733, 121438.958 484793.926, 121432.555 484839.703, 121433.816 484854.325, 121447.189 484937.872, 121641.013 484981.253, 121647.261 484987.188, 121675.417 484993.535, 121734.456 484966.552, 122012.347 485028.552))"
3630012052059,K26,Zuid Pijp,2015-11-01,,,,WK036326,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((122376.437 485161.727, 122161.246 485076.039, 122090.385 485050.511, 122012.347 485028.552, 121734.456 484966.552, 121675.417 484993.535, 121647.261 484987.188, 121641.013 484981.253, 121447.189 484937.872, 121433.816 484854.325, 121432.555 484839.703, 121438.958 484793.926, 121482.261 484597.733, 121479.798 484569.399, 121545.455 484563.778, 121789.623 484617.492, 122089.169 484683.52, 122167.276 484700.062, 122557.978 484786.63, 122503.357 484935.711, 122376.437 485161.727))"
3630012052056,K44,Hoofddorppleinbuurt,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036344,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((118559.646 484917.027, 118643.333 485341.963, 118653.258 485394.709, 118658.76 485405.294, 118683.568 485536.02, 118698.209 485609.418, 118729.449 485672.871, 118669.404 485703.152, 118650.806 485710.955, 118645.861 485711.504, 118635.925 485708.942, 118608.781 485699.701, 118597.572 485694.311, 118584.36 485691.702, 118571.153 485690.918, 118552.085 485692.852, 118443.031 485692.409, 118423.417 485693.111, 118406.703 485693.772, 118328.347 485693.446, 118329.193 485425.565, 118043.53 485424.832, 118044.319 485048.011, 118095.665 485048.259, 118095.87 484990.74, 118098.065 484467.493, 118098.131 484456.026, 118103.729 484456.013, 118109.9 484454.581, 118127.691 484442.795, 118114.016 484422.801, 118098.15 484405.228, 118078.832 484389.141, 118067.244 484381.643, 118055.302 484375.193, 118032.186 484365.963, 118007.898 484360.517, 117986.168 484358.967, 117948.718 484360.425, 117905.992 484363.591, 117872.566 484367.242, 117872.4 484366.179, 117845.07 484369.428, 117844.929 484322.728, 117834.382 484321.093, 117830.214 484319.318, 117825.765 484314.815, 117823.745 484308.813, 117823.625 484306.089, 117825.38 484301.42, 117824.55 484277.572, 117815.116 484160.081, 117813.394 484122.169, 117813.065 484093.856, 117813.8 484093.857, 117813.851 484086.417, 117812.342 484086.387, 117812.95 484068.403, 117813.922 484068.406, 117813.898 484060.672, 117814.598 484058.126, 117826.986 483878.372, 117831.623 483822.55, 117839.589 483742.739, 117844.387 483702.007, 117847.819 483682.769, 117852.928 483661.702, 117859.86 483641.405, 117868.818 483620.26, 117880.802 483598.39, 117895.403 483577.141, 117910.826 483559.145, 117925.055 483544.969, 117941.319 483532.274, 117961.118 483519.43, 117983.519 483507.957, 118004.753 483499.486, 118022.385 483494.366, 118045.705 483489.9, 118069.195 483487.369, 118094.838 483486.715, 118113.596 483487.713, 118114.321 483488.368, 118114.892 483486.939, 118115.555 483487.021, 118115.501 483488.171, 118147.071 483491.171, 118147.141 483491.981, 118150.111 483492.311, 118150.351 483491.541, 118160.316 483492.654, 118160.195 483493.709, 118173.135 483495.121, 118173.287 483494.21, 118181.172 483495.056, 118170.767 483645.555, 118169.937 483671.06, 118169.785 483696.577, 118170.832 483734.838, 118173.405 483773.027, 118176.174 483794.15, 118192.356 483847.665, 118214.64 483906.495, 118230.388 483945.121, 118267.416 484008.597, 118311.205 484082.985, 118328.321 484123.133, 118433.796 484452.572, 118474.846 484549.555, 118482.603 484570.05, 118489.674 484594.619, 118502.422 484638.912, 118559.646 484917.027))"
3630012052055,K45,Schinkelbuurt,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036345,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((118902.287 484789.857, 118858.755 484949.475, 118848.755 484978.402, 118829.957 485052.811, 118817.264 485119.228, 118785.798 485268.933, 118775.529 485328.902, 118799.172 485323.752, 118792.97 485328.688, 118790.439 485335.143, 118791.451 485342.358, 118792.844 485345.142, 118796.894 485349.319, 118789.933 485367.924, 118787.528 485368.684, 118745.001 485513.224, 118749.009 485522.966, 118683.568 485536.02, 118658.76 485405.294, 118653.258 485394.709, 118643.333 485341.963, 118559.646 484917.027, 118502.422 484638.912, 118489.674 484594.619, 118482.603 484570.05, 118474.846 484549.555, 118433.796 484452.572, 118328.321 484123.133, 118311.205 484082.985, 118267.416 484008.597, 118377.297 484025.152, 118398.373 484035.188, 118467.86 484061.248, 118529.684 484076.98, 118522.679 484102.838, 118503.999 484148.382, 118496.315 484185.77, 118491.249 484222.419, 118493.63 484284.856, 118494.85 484294.044, 118499.007 484312.513, 118502.037 484321.963, 118511 484342.502, 118519.223 484357.889, 118530.912 484376.73, 118545.368 484395.701, 118559.549 484412.576, 118573.932 484427.647, 118586.076 484437.656, 118594.203 484443.211, 118611.31 484452.672, 118633.528 484461.039, 118911.241 484521.385, 118908.908 484580.257, 118905.331 484780.17, 118902.287 484789.857))"
3630012052053,K46,Willemspark,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036346,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((119626.547 485389.634, 119603.881 485454.739, 119600.368 485461.924, 119594.419 485468.976, 119587.839 485473.651, 119580.88 485474.609, 119573.985 485473.27, 119569.699 485482.958, 119463.208 485789.72, 119462.166 485790.663, 119459.647 485807.601, 119457.323 485807.003, 119335.7 485760.314, 119302.485 485748.439, 119302.103 485749.427, 119239.071 485724.159, 119238.48 485725.646, 119208.733 485713.707, 119209.449 485711.742, 119071.706 485654.97, 119012.734 485631.843, 118749.009 485522.966, 118745.001 485513.224, 118787.528 485368.684, 118789.933 485367.924, 118796.894 485349.319, 118792.844 485345.142, 118791.451 485342.358, 118790.439 485335.143, 118792.97 485328.688, 118799.172 485323.752, 118775.529 485328.902, 118785.798 485268.933, 118817.264 485119.228, 118829.957 485052.811, 118848.755 484978.402, 118858.755 484949.475, 118902.287 484789.857, 119141.843 484892.17, 119186.341 484776.321, 119440.55 484881.933, 119493.572 484904.227, 119788.187 485029.648, 119800.213 485032.682, 119789.879 485084.816, 119767.567 485136.738, 119758.734 485146.032, 119748.583 485156.713, 119698.118 485266.191, 119689.647 485288.833, 119639.065 485395.362, 119626.547 485389.634))"
3630012052086,K47,Museumkwartier,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036347,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((120901.79 485383.644, 120895.112 485557.062, 120896.874 485603.097, 120906.182 485766.041, 120911.705 485862.726, 120923.471 485898.605, 120952.665 485932.665, 120878.919 485994.051, 120816.983 486045.314, 120750.511 486100.317, 120739.052 486107.846, 120726.168 486114.066, 120712.568 486118.505, 120698.496 486121.084, 120630.122 486123.542, 120621.687 486124.704, 120614.002 486126.864, 120604.662 486131.098, 120593.748 486138.06, 120491.466 486091.57, 120353.736 486032.592, 120276.297 485998.392, 120271.934 486008.468, 120269.91 486007.6, 120259.082 486033.452, 120228.416 486019.59, 120237.789 485997.139, 120239.665 485997.874, 120243.229 485996.31, 120244.313 485993.562, 120246.789 485993.829, 120247.81 485991.21, 120240.773 485988.431, 120242.085 485985.167, 120220.278 485976.526, 120219.438 485980.617, 120217.582 485981.553, 120215.105 485987.687, 120215.823 485989.621, 120211.128 486000.922, 120194.94 485994.24, 120189.858 486001.863, 120168.346 485991.961, 120165.434 485997.916, 120150.151 486003.534, 120145.378 485995.907, 120141.055 485991.063, 120135.853 485988.173, 120130.638 485987.49, 120125.783 485988.532, 120111.22 485999.963, 120082.434 486014.195, 120068.125 486016.188, 120058.449 486016.661, 120051.968 486020.424, 120046.424 486022.425, 120042.545 486026.534, 120036.873 486024.152, 120031.468 486021.883, 120029.442 486008.352, 120026.714 486003.137, 120022.507 486000.585, 120014.301 485997.05, 120008.345 485995.56, 119992.698 485997.054, 119973.965 485985.541, 119935.573 485966.879, 119916.848 485959.545, 119898.783 485954.312, 119893.976 485953.278, 119873.219 485953.981, 119863.129 485977.759, 119855.343 485974.697, 119868.72 485941.93, 119856.851 485936.952, 119853.134 485946.125, 119772.068 485913.214, 119765.23 485928.88, 119675.526 485890.05, 119641.77 485876.301, 119554.959 485844.526, 119488.628 485819.143, 119488.428 485798.642, 119480.939 485786.069, 119463.208 485789.72, 119569.699 485482.958, 119573.985 485473.27, 119580.88 485474.609, 119587.839 485473.651, 119594.419 485468.976, 119600.368 485461.924, 119603.881 485454.739, 119626.547 485389.634, 119639.065 485395.362, 119689.647 485288.833, 119698.118 485266.191, 119748.583 485156.713, 119758.734 485146.032, 119767.567 485136.738, 119789.879 485084.816, 119800.213 485032.682, 119820.289 485037.747, 119892.85 485048.262, 119966.172 485047.355, 120003.395 485042.691, 120271.717 484962.66, 120377.752 484930.964, 120692.661 484836.657, 120766.86 484746.051, 120868.184 484624.849, 120886.56 484867.568, 120884.955 485043.383, 120886.304 485102.449, 120887.679 485116.037, 120891.162 485131.589, 120895.115 485144.849, 120905.443 485170.51, 120905.258 485189.431, 120906.742 485232.651, 120906.556 485285.332, 120905.474 485308.745, 120901.79 485383.644))"
3630012052058,K48,Stadionbuurt,2015-01-01,,2015-06-23,3B/2015/134,WK036348,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((119558.868 484409.043, 119606.834 484419.254, 119632.526 484420.629, 119581.858 484656.505, 119540.765 484847.808, 119537.291 484863.983, 119526.318 484863.382, 119470.128 484856.723, 119461.587 484854.78, 119453.347 484851.811, 119440.55 484881.933, 119186.341 484776.321, 119141.843 484892.17, 118902.287 484789.857, 118905.331 484780.17, 118908.908 484580.257, 118911.241 484521.385, 118633.528 484461.039, 118611.31 484452.672, 118594.203 484443.211, 118586.076 484437.656, 118573.932 484427.647, 118559.549 484412.576, 118545.368 484395.701, 118530.912 484376.73, 118519.223 484357.889, 118511 484342.502, 118502.037 484321.963, 118499.007 484312.513, 118494.85 484294.044, 118493.63 484284.856, 118491.249 484222.419, 118496.315 484185.77, 118503.999 484148.382, 118522.679 484102.838, 118529.684 484076.98, 118467.86 484061.248, 118398.373 484035.188, 118377.297 484025.152, 118267.416 484008.597, 118230.388 483945.121, 118214.64 483906.495, 118192.356 483847.665, 118176.174 483794.15, 118173.405 483773.027, 118170.832 483734.838, 118169.785 483696.577, 118169.937 483671.06, 118170.767 483645.555, 118181.172 483495.056, 118260.449 483504.203, 118260.792 483510.234, 118263.44 483516.61, 118266.36 483520.68, 118277.35 483527.6, 118286.45 483530.47, 118441.094 483549, 118603.99 483568.52, 118610.02 483540.2, 118616.13 483540.73, 118613.347 483556.691, 118728.13 483563.069, 118871.75 483574.01, 118873.156 483576.047, 118876.216 483594.608, 118876.593 483602.816, 118875.135 483648.303, 118876.912 483683.144, 118879.847 483714.395, 118889.025 483790.164, 118895.327 483831.692, 118898.916 483866.942, 118897.217 483893.078, 118890.649 483929.825, 118891.09 483934.537, 118888.433 483946.811, 118939.958 483958.248, 119016.365 483975.287, 119036.603 483978.211, 119050.815 483978.449, 119228.619 483973.089, 119243.474 483973.688, 119253.737 483975.315, 119264.833 483978.155, 119277.473 483983.077, 119400.555 484043.782, 119544.69 484116.182, 119564.223 484122.25, 119617.349 484133.771, 119558.868 484409.043))"
3630012052057,K49,Apollobuurt,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036349,3630950000009,DX10,Oud-Zuid,3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((120868.184 484624.849, 120766.86 484746.051, 120692.661 484836.657, 120377.752 484930.964, 120271.717 484962.66, 120003.395 485042.691, 119966.172 485047.355, 119892.85 485048.262, 119820.289 485037.747, 119800.213 485032.682, 119788.187 485029.648, 119493.572 484904.227, 119440.55 484881.933, 119453.347 484851.811, 119461.587 484854.78, 119470.128 484856.723, 119526.318 484863.382, 119537.291 484863.983, 119540.765 484847.808, 119581.858 484656.505, 119632.526 484420.629, 119606.834 484419.254, 119558.868 484409.043, 119617.349 484133.771, 119823.439 484178.227, 119835.753 484180.069, 120205.591 484200.506, 120328.482 484206.347, 120341.033 484206.943, 120449.677 484295.18, 120523.982 484354.171, 120527.768 484349.076, 120527.893 484347.911, 120529.039 484347.664, 120533.513 484342.183, 120509.841 484323.084, 120511.38 484321.127, 120511.626 484315.567, 120513.022 484312.298, 120515.702 484310.202, 120520.715 484309.409, 120523.901 484305.658, 120530.787 484311.314, 120534.009 484307.261, 120539.336 484311.598, 120551.568 484295.938, 120550.886 484288.809, 120547.753 484288.701, 120545.829 484286.643, 120544.591 484272.487, 120545.278 484270.497, 120566.552 484243.366, 120569.071 484242.469, 120591.21 484240.562, 120603.752 484250.451, 120613.391 484238.35, 120603.121 484229.505, 120602.003 484227.739, 120600.478 484217.766, 120598.23 484215.659, 120604.024 484206.29, 120610.486 484198.769, 120627.383 484184.411, 120637.824 484177.051, 120643.955 484173.363, 120655.826 484169.183, 120678.413 484166.407, 120682.858 484185.915, 120693.529 484182.336, 120711.08 484178.083, 120740.16 484173.409, 120759.19 484171.618, 120827.175 484169.325, 120828.433 484183.681, 120868.184 484624.849))"
3630012052006,K52,Scheldebuurt,2015-01-01,,2015-06-23,3B/2015/134,WK036352,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((121606.807 483942.043, 121732.553 484011.538, 121755.174 484009.731, 121769.662 484002.384, 121869.498 483994.344, 121884.658 483997.951, 121939.46 483993.578, 122102.511 483980.568, 122194.589 483974.325, 122226.775 483981.275, 122244.944 483983.285, 122158.17 484373.348, 122069.23 484353.659, 121990.896 484404.509, 121801.037 484421.045, 121469.306 484450.013, 121479.798 484569.399, 121208.643 484595.22, 120868.184 484624.849, 120828.433 484183.681, 121164.755 484152.538, 121171.183 484127.896, 121178.905 484108.343, 121184.877 484096.92, 121268.964 483952.936, 121273.706 483943.978, 121277.096 483934.926, 121280.774 483918.887, 121281.585 483899.984, 121281.068 483883.51, 121279.192 483868.406, 121271.761 483773.244, 121245.026 483431.621, 121241.829 483414.482, 121234.095 483396.216, 121224.571 483381.516, 121132.587 483272.799, 121128.446 483267.112, 121121.38 483254.808, 121217.89 483176.795, 121241.532 483155.549, 121279.242 483119.143, 121287 483109.722, 121292.676 483099.434, 121296.142 483089.385, 121298.154 483076.026, 121736.807 483472.277, 121895.178 483458.787, 121917.145 483717.216, 121622.114 483744.931, 121634.983 483887.72, 121634.122 483893.152, 121632.088 483898.263, 121606.807 483942.043))"
3630012052067,K53,IJselbuurt,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036353,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((122636.213 484573.096, 122557.978 484786.63, 122167.276 484700.062, 122089.169 484683.52, 121789.623 484617.492, 121545.455 484563.778, 121479.798 484569.399, 121469.306 484450.013, 121801.037 484421.045, 121990.896 484404.509, 122069.23 484353.659, 122158.17 484373.348, 122668.013 484486.302, 122636.213 484573.096))"
3630012052008,K54,Rijnbuurt,2010-05-01,,2009-06-19,raadsbesluit 116/292,WK036354,3630950000011,DX12,"De Pijp, Rivierenbuurt",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((122437.845 483534.884, 122482.343 483564.82, 122526.336 483582.994, 122557.675 483593.942, 122600.311 483610.299, 122615.084 483616.364, 122656.794 483640.386, 122695.827 483673.6, 122723.795 483700.449, 122754.312 483733.63, 122776.99 483773.688, 122798.129 483818.194, 122811.019 483847.127, 122818.08 483876.113, 122819.653 483907.815, 122816.902 483939.154, 122811.499 483962.559, 122762.656 484062.24, 122743.809 484100.705, 122716.163 484192.57, 122705.759 484242.314, 122699.747 484293.404, 122697.776 484310.154, 122668.013 484486.302, 122158.17 484373.348, 122244.944 483983.285, 122226.775 483981.275, 122194.589 483974.325, 122102.511 483980.568, 121939.46 483993.578, 121884.658 483997.951, 121869.498 483994.344, 121769.662 484002.384, 121755.174 484009.731, 121732.553 484011.538, 121606.807 483942.043, 121632.088 483898.263, 121634.122 483893.152, 121634.983 483887.72, 121622.114 483744.931, 121917.145 483717.216, 121895.178 483458.787, 121736.807 483472.277, 121298.154 483076.026, 121297.363 483063.114, 121292.665 483041.529, 121316.422 482998.144, 121318.632 482996.177, 121320.952 482995.502, 121323.636 482995.901, 121343.529 483007.415, 121352.867 483011.897, 121362.465 483015.037, 121373.024 483017.276, 121394.75 483018.42, 121403.556 483017.968, 121412.064 483016.707, 121423.898 483013.668, 121442.083 483006.081, 121460.959 482994.441, 121528.66 482941.95, 121533.01 482937.65, 121536.18 482936.035, 121545.03 482919.29, 121567.694 482896.723, 121571.63 482897.43, 121576.56 482902.028, 121615.95 482947.808, 121706.41 482874.35, 121712.231 482884.129, 121721.797 482895.54, 121731.595 482905.106, 121743.467 482913.924, 121755.396 482921.128, 121766.865 482926.141, 121779.889 482931.213, 121805.362 482938.705, 121832.638 482943.47, 121870.706 482945.324, 121941.395 482936.893, 121960.709 482936.61, 121985.939 482938.06, 122033.848 482943.218, 122060.426 482948.781, 122082.09 482958.553, 122101.925 482972.432, 122117.668 482989.114, 122150.481 483031.772, 122170.742 483060.018, 122186.826 483085.309, 122213.544 483130.05, 122225.9 483153.053, 122235.449 483168.475, 122245.237 483188.567, 122253.934 483212.41, 122256.851 483223.304, 122261.212 483245.622, 122264.217 483272.865, 122284.882 483407.154, 122288.175 483418.434, 122293.186 483429.743, 122300.13 483440.426, 122305.214 483445.618, 122323.278 483462.708, 122337.988 483473.957, 122427.145 483527.566, 122437.845 483534.884))"
3630012052068,K59,Prinses Irenebuurt e.o.,2015-11-01,,,,WK036359,3630950000010,DX11,"Buitenveldert, Zuidas",3630011872038,K,Zuid,363,Amsterdam,"POLYGON ((120827.175 484169.325, 120759.19 484171.618, 120740.16 484173.409, 120711.08 484178.083, 120693.529 484182.336, 120682.858 484185.915, 120678.413 484166.407, 120655.826 484169.183, 120643.955 484173.363, 120637.824 484177.051, 120627.383 484184.411, 120610.486 484198.769, 120604.024 484206.29, 120598.23 484215.659, 120600.478 484217.766, 120602.003 484227.739, 120603.121 484229.505, 120613.391 484238.35, 120603.752 484250.451, 120591.21 484240.562, 120569.071 484242.469, 120566.552 484243.366, 120545.278 484270.497, 120544.591 484272.487, 120545.829 484286.643, 120547.753 484288.701, 120550.886 484288.809, 120551.568 484295.938, 120539.336 484311.598, 120534.009 484307.261, 120530.787 484311.314, 120523.901 484305.658, 120520.715 484309.409, 120515.702 484310.202, 120513.022 484312.298, 120511.626 484315.567, 120511.38 484321.127, 120509.841 484323.084, 120533.513 484342.183, 120529.039 484347.664, 120527.893 484347.911, 120527.768 484349.076, 120523.982 484354.171, 120449.677 484295.18, 120341.033 484206.943, 120328.482 484206.347, 120205.591 484200.506, 119835.753 484180.069, 119823.439 484178.227, 119617.349 484133.771, 119564.223 484122.25, 119544.69 484116.182, 119400.555 484043.782, 119411.293 483847.524, 120165.986 483888.023, 120240.501 483888.866, 120320.382 483885.292, 120369.466 483883.096, 120803.505 483905.662, 120827.175 484169.325))"
