"bc_code","bc_name","year","PVDA","MPP","DENK","BIJ1","imm_Sur","imm_Ant","imm_Tur","imm_Mar","imm_otherNW","imm_W","imm_autoch","age_0t18","age_18t26","age_27t65","age_66plus","unempl","BEVPOTBBV15-64","WCORHUUR","edu_low","edu_mid","edu_high","housing_soc","employ","bc_combined","WWB","MCparties","turnout","housing_soc_delta2005","housing_soc_delta2009","housing_soc_delta2013","housing_soc_delta","housing_pub_delta","PVDA_delta2006","PVDA_delta2010","PVDA_delta2014","PVDA_delta","year_BCvars"
"E16","Frederik Hendrikbuurt",2014,17.1875,0.369318181818182,NA,NA,3.23992994746059,1.0507880910683,1.72629472104078,6.26720040030023,8.88166124593445,19.8148611458594,59.0192644483363,13.3725293970478,13.0848136102077,65.5991993995497,8.81911433575181,11.0799001248439,79.4721040780585,41.5969733174034,18,27,55,NA,421,0,6.62679049268062,0.369318181818182,56.392181992951,NA,NA,NA,NA,NA,-14.7991258010588,-9.40529778393352,NA,-9.40529778393352,2013
"E16","Frederik Hendrikbuurt",2018,11.8255728011826,NA,2.24193151022419,1.67528948016753,3.12574280960304,0.950796291894462,1.72331827905871,5.84739719515094,9.61492750178274,21.6543855478964,57.0834323746137,12.324696933682,11.7304492512479,66.4487758497742,10.0427858331353,12.1433905899925,78.4644639885905,38.3828447767067,15,27,58,NA,468,0,7.08876098152075,3.91722099039172,54.9255751014885,NA,NA,NA,NA,-3.21412854069676,-20.1610529998762,-14.767224982751,-5.36192719881744,-5.36192719881744,2017
"T97","Gein",2006,47.7715565509518,NA,NA,NA,27.3364867068994,4.0368618496167,0.513782417223944,1.35377589300277,14.3369760234872,9.81079758603817,42.6113195237319,27.6463872125265,13.5540694829555,54.9176317077149,5.97781764801827,NA,73.4545751100962,NA,NA,NA,NA,61,594,0,6.59487065615632,NA,50.2588923908149,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
"T97","Gein",2010,32.5663716814159,NA,NA,NA,27.6606467870643,3.70432591348173,0.361192776144477,1.32717345653087,16.4552708945821,9.8110037799244,40.6803863922722,23.989920201596,14.7669046619068,56.3628727425451,6.61906761864763,NA,74.960100797984,NA,NA,NA,NA,50,477,0,5.34513670999552,NA,44.0031152647975,-11,NA,NA,-11,NA,-15.2051848695359,NA,NA,-15.2051848695359,2009
"T97","Gein",2014,21.6430131004367,0.245633187772926,NA,NA,27.2657054582904,3.71610024030209,0.514933058702369,1.37315482320632,17.8939237899073,10.5046343975283,38.7315482320632,21.1980775832475,13.920357020254,58.0930312392722,7.94713353930656,12.1823956442831,74.4679025060076,50.1947798987145,36,44,20,54,552,0,6.36164573009104,0.245633187772926,40.8154171772307,-7,4,NA,4,NA,-26.1285434505152,-10.9233585809792,NA,-10.9233585809792,2013
"T97","Gein",2018,12.968705948689,NA,1.71976318015224,4.08796165773893,26.0782434434086,3.82504138712207,0.531497778165026,1.69905027446197,19.9268101420232,11.0568964014986,36.8824605733206,20.5192994685022,11.6668118846388,58.5605994597891,10.3859893700444,14.4124955626553,72.1442885771543,47.2925594078691,35,42,23,47,632,0,7.63285024154589,5.80772483789118,40.0112803158488,-14,-3,-7,-7,-2.90222049084534,-34.8028506022628,-19.5976657327269,-8.67430715174765,-8.67430715174765,2017
"F78","Geuzenveld",2006,57.8370296536257,NA,NA,NA,8.21342925659472,1.22152278177458,20.0314748201439,21.3054556354916,7.69634292565947,7.89868105515587,33.6330935251799,28.9343525179856,12.9721223021583,46.7401079136691,12.6873501199041,NA,63.7290167865707,NA,NA,NA,NA,87,862,0,10.1364063969897,NA,44.2984876917982,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
"F78","Geuzenveld",2010,39.7687861271676,NA,NA,NA,7.21197459933474,1.30783187178712,20.5322044148775,23.1100695494406,8.51980647112186,9.20774115512549,30.1103719383127,27.5627456909586,14.8321741759903,48.4502570305413,10.719685515573,NA,66.7599032355609,NA,NA,NA,NA,78,669,0,7.57558600385007,NA,38.8414907947912,-9,NA,NA,-9,NA,-18.0682435264581,NA,NA,-18.0682435264581,2009
"F78","Geuzenveld",2014,24.8067632850242,10.7246376811594,NA,NA,6.30749930303875,1.12210761081684,22.6860886534709,23.2297184276554,8.88625592417062,10.5729021466406,27.1954279342069,25.9827153610259,15.367995539448,49.6654586005018,10.0710900473934,12.4694127243067,67.5355450236967,70.8882423412631,49,36,16,67,642,0,6.62538699690402,10.7246376811594,37.5442096671806,-20,-11,NA,-11,NA,-33.0302663686016,-14.9620228421435,NA,-14.9620228421435,2013
"F78","Geuzenveld",2018,8.90774125132556,NA,41.7815482502651,1.53764581124072,5.36656705029567,0.998283207223247,23.4374006485662,26.1334011572455,9.5440961403955,11.1400775735995,23.3801742226744,26.6802314491003,14.6499650282953,50.1939339988555,9.6521905004133,13.5962877030162,67.8832580911808,67.5702316412026,43,39,18,53,800,0,7.49344323716748,43.3191940615058,36.7820575329108,-34,-25,-14,-14,-3.3180107000605,-48.9292884023002,-30.8610448758421,-15.8990220336986,-15.8990220336986,2017
